city,state_name,county_name,population,zip_counts,trx_counts,presc_counts
VERNON,AL,LAMAR,1850,1,80,1
CEDAR HILL,MO,JEFFERSON,1834,1,4951,6
HARRELLS,NC,SAMPSON,197,1,209,1
BIEBER,CA,LASSEN,156,1,200,1
FRIES,VA,GRAYSON,446,2,1102,2
HIALEAH GARDENS,FL,MIAMI-DADE,23474,2,2294,5
NORTH AURORA,IL,KANE,18057,1,1115,8
KINGSLEY,IA,PLYMOUTH,1402,1,1259,3
FRANKLIN,TX,ROBERTSON,1645,1,476,1
DELTAVILLE,VA,MIDDLESEX,1050,1,1109,1
SAYRE,PA,BRADFORD,17281,1,9801,100
FOREST CITY,NC,RUTHERFORD,25311,1,11780,32
FARMVILLE,VA,PRINCE EDWARD,8594,2,4901,26
ALAMEDA,CA,ALAMEDA,77624,2,7069,52
HALLANDALE BEACH,FL,BROWARD,39847,2,10103,50
SALEM,OH,COLUMBIANA,17571,1,7490,31
HOBOKEN,NJ,HUDSON,52677,1,5563,41
FLOWER MOUND,TX,DENTON,79135,4,7874,67
FALLBROOK,CA,SAN DIEGO,31701,2,3517,24
SNEEDVILLE,TN,HANCOCK,1349,1,2049,6
PEOTONE,IL,WILL,4135,1,619,2
WAIANAE,HI,HONOLULU,13609,1,2076,21
CATHEDRAL CITY,CA,RIVERSIDE,55007,3,2084,13
KINGSLAND,GA,CAMDEN,17949,1,448,8
FOREST PARK,IL,COOK,13704,2,431,10
TERRYTOWN,LA,JEFFERSON,24953,1,1244,11
PLEASANT HOPE,MO,POLK,604,2,543,2
EAST FALMOUTH,MA,BARNSTABLE,6441,1,125,2
JONESVILLE,NC,YADKIN,2215,1,2531,7
GALAX,VA,GALAX,6347,1,11688,36
RED WING,MN,GOODHUE,16320,2,4845,30
OSCEOLA,AR,MISSISSIPPI,7085,1,2815,7
MORENCI,AZ,GREENLEE,1576,1,336,5
NELSONVILLE,OH,ATHENS,6050,1,771,4
LAME DEER,MT,ROSEBUD,2086,1,83,2
WILBURTON,OK,LATIMER,2663,1,1234,4
NELLYSFORD,VA,NELSON,1305,1,754,5
BIRDSBORO,PA,BERKS,5143,1,1976,5
MEMPHIS,MO,SCOTLAND,1833,1,1371,8
GOODMAN,MO,MCDONALD,1249,1,19,1
GRANBY,CO,GRAND,2139,2,273,3
MAINEVILLE,OH,WARREN,1107,3,747,6
ESTELLINE,SD,HAMLIN,746,1,58,1
COVINGTON,OH,MIAMI,2857,1,417,3
NEW TRIPOLI,PA,LEHIGH,951,1,2221,5
COKATO,MN,WRIGHT,4326,1,934,3
PLEASANTVILLE,PA,VENANGO,812,1,324,1
RAPID CITY,MI,KALKASKA,1493,1,284,1
NORTH CHARLEROI,PA,WASHINGTON,1261,1,209,1
BURNEY,CA,SHASTA,3965,1,314,6
PLOVER,WI,PORTAGE,13099,2,518,8
NESS CITY,KS,NESS,1303,1,574,1
FORT MYERS,FL,LEE,87103,8,91696,564
RED BLUFF,CA,TEHAMA,19039,1,7188,32
ATHENS,TN,MCMINN,16651,2,8918,46
HILLSBORO,OH,HIGHLAND,6616,1,4010,26
SYOSSET,NY,NASSAU,19453,2,7321,53
CROSSVILLE,TN,CUMBERLAND,17825,2,19354,76
RHINELANDER,WI,ONEIDA,8830,1,6377,41
HOWELL,MI,LIVINGSTON,9604,2,5453,30
RURAL HALL,NC,FORSYTH,3264,4,3062,8
HINTON,WV,SUMMERS,2357,1,4872,12
LINDENHURST,NY,SUFFOLK,26801,1,4077,30
BRIDGETON,NJ,CUMBERLAND,33379,1,10766,41
BILOXI,MS,HARRISON,46212,6,11103,73
FUQUAY-VARINA,NC,WAKE,30324,1,812,3
BEACHWOOD,OH,CUYAHOGA,11590,1,18494,128
WENTZVILLE,MO,ST. CHARLES,41784,1,11334,32
HAMMOND,LA,TANGIPAHOA,72413,4,26668,121
WEBSTER,WI,BURNETT,619,1,560,3
PAYNESVILLE,MN,STEARNS,2519,1,2378,13
MIAMI LAKES,FL,MIAMI-DADE,31367,4,14140,51
SOUTH PARIS,ME,OXFORD,2319,1,48,2
NORTH PLAINFIELD,NJ,SOMERSET,21289,2,1208,5
COLUMBUS,TX,COLORADO,4165,1,4161,19
EASTLAND,TX,EASTLAND,3850,1,2082,9
FREDONIA,KS,WILSON,2225,1,3740,7
JENSEN BEACH,FL,MARTIN,13479,1,1240,16
ETON,GA,MURRAY,902,2,549,3
NAGUABO,PR,NAGUABO,5210,1,7041,13
CANTON,TX,VAN ZANDT,3861,1,5086,13
CLINTON,AR,VAN BUREN,2520,1,3941,14
CHETEK,WI,BARRON,2669,1,407,3
LOGAN,NM,QUAY,979,1,116,1
SHOREHAM,NY,SUFFOLK,531,1,1798,9
WINONA,MS,MONTGOMERY,3964,1,2355,4
BREESE,IL,CLINTON,5853,1,2544,7
MARSHALL,NC,MADISON,908,1,3567,12
EAGLE,ID,ADA,29796,1,5173,26
LAKE CITY,MN,WABASHA,5162,1,1940,11
BLACKSVILLE,WV,MONONGALIA,180,1,831,4
FENNVILLE,MI,ALLEGAN,1429,1,11,1
RIGBY,ID,JEFFERSON,9496,1,1537,8
ST. PETERS,MO,ST. CHARLES,58212,1,520,8
MARYLAND HEIGHTS,MO,ST. LOUIS,26956,2,1541,7
CHINCOTEAGUE,VA,ACCOMACK,2875,1,248,1
SYRACUSE,UT,DAVIS,31458,1,263,4
KILAUEA,HI,KAUAI,2686,1,254,4
FORT SUMNER,NM,DE BACA,897,1,553,2
NORTH BEND,WA,KING,7423,1,927,5
ARMONK,NY,WESTCHESTER,4438,1,254,3
SULLIVAN,IN,SULLIVAN,4351,1,4101,13
PINE BEACH,NJ,OCEAN,2184,1,47,1
MARS HILL,NC,MADISON,1939,1,2733,7
EAST PEORIA,IL,TAZEWELL,22546,3,131,3
NEW BREMEN,OH,AUGLAIZE,7393,1,3046,2
BARNEVELD,WI,IOWA,1251,1,85,1
FREEPORT,TX,BRAZORIA,12136,2,101,2
COLUMBIA HEIGHTS,MN,ANOKA,20427,1,2628,9
EDGEWATER,FL,VOLUSIA,23918,3,9075,20
EAGLE,WI,WAUKESHA,2159,1,93,1
ATHENS,OH,ATHENS,29122,1,17281,90
NEW ALBANY,IN,FLOYD,36843,2,20393,97
HANA,HI,MAUI,782,1,131,3
PEACHTREE CITY,GA,FAYETTE,36223,3,7351,42
ARDMORE,TN,GILES,1221,1,238,4
ABERDEEN,NC,MOORE,7988,1,1422,10
LUVERNE,MN,ROCK,4531,1,2765,10
EMPORIA,KS,LYON,24598,1,6093,36
BRANDON,MS,RANKIN,24289,2,7622,29
DENVER,NC,LINCOLN,3261,1,4673,22
MOUNT AIRY,NC,SURRY,19119,1,16362,54
NEWARK,NY,WAYNE,13333,1,6039,24
LANCASTER,WI,GRANT,3701,1,2802,14
JEFFERSON,GA,JACKSON,13322,1,1721,6
HAMTRAMCK,MI,WAYNE,21599,2,8332,16
CAPE MAY COURT HOUSE,NJ,CAPE MAY,4617,1,10456,56
WYNNE,AR,CROSS,7749,1,6849,12
ST. IGNATIUS,MT,LAKE,828,1,254,2
ASPINWALL,PA,ALLEGHENY,2693,1,3283,11
IOWA FALLS,IA,HARDIN,5059,1,3339,12
PANA,IL,CHRISTIAN,5463,1,2722,11
NORTH ROYALTON,OH,CUYAHOGA,30068,1,1876,8
HENNING,MN,OTTER TAIL,808,1,440,2
TUNNEL HILL,GA,WHITFIELD,910,1,211,1
HUDSONVILLE,MI,OTTAWA,7348,1,2336,13
NEWCASTLE,OK,MCCLAIN,10655,2,251,3
KEALAKEKUA,HI,HAWAII,1923,1,762,10
NEWAYGO,MI,NEWAYGO,3489,1,1242,5
ELBERTON,GA,ELBERT,5512,1,6455,7
MEXIA,TX,LIMESTONE,7344,1,4226,10
STAUNTON,IL,MACOUPIN,5913,1,3010,5
SENECA,KS,NEMAHA,2075,1,1333,5
CHRISTIANA,PA,LANCASTER,1171,1,621,4
HASBROUCK HEIGHTS,NJ,BERGEN,11992,1,2279,13
PLYMOUTH,NC,WASHINGTON,3696,1,2414,7
HARDINSBURG,KY,BRECKINRIDGE,2338,1,3721,8
CAMDEN,IN,CARROLL,619,2,190,1
ASTORIA,IL,FULTON,1036,1,157,1
SEBRING,FL,HIGHLANDS,62250,3,23898,105
MORGANTOWN,WV,MONONGALIA,72458,3,30751,301
CLERMONT,FL,LAKE,38654,3,19050,105
CROZET,VA,ALBEMARLE,7159,1,472,7
OKLAHOMA CITY,OK,OKLAHOMA,972943,77,153198,1099
NEW BRAUNFELS,TX,COMAL,90209,4,16604,112
NEDERLAND,TX,JEFFERSON,17371,1,12659,29
SALIDA,CO,CHAFFEE,7740,1,2624,20
AGUADA,PR,AGUADA,2812,1,13756,49
SCOTTSBLUFF,NE,SCOTTS BLUFF,25114,2,10101,47
LOMBARD,IL,DUPAGE,44303,1,10709,60
MORTON,IL,TAZEWELL,16277,2,6033,20
ONTARIO,OH,RICHLAND,6084,3,831,5
ROCHESTER,IN,FULTON,7046,1,1871,12
WESTFIELD,MA,HAMPDEN,41204,2,5481,44
TROY,OH,MIAMI,26281,2,10207,65
JASPER,IN,DUBOIS,16477,2,8041,35
OAKLEY,KS,LOGAN,2075,1,1686,7
EDGEWOOD,KY,KENTON,8759,1,10343,86
WESTON,WV,LEWIS,4764,1,7462,20
EVANSDALE,IA,BLACK HAWK,4743,1,1399,6
BRASELTON,GA,JACKSON,12961,2,2141,15
SOUTH EL MONTE,CA,LOS ANGELES,20574,1,647,4
LILLIAN,AL,BALDWIN,1728,1,382,2
HURON,SD,BEADLE,13427,2,4356,24
BUTLER,IN,DEKALB,2718,1,770,3
OSSEO,MN,HENNEPIN,2738,2,3319,10
RIDGE SPRING,SC,SALUDA,748,1,241,2
KEIZER,OR,MARION,39713,2,5307,23
MARKSVILLE,LA,AVOYELLES,7036,2,7407,19
EAST CHICAGO,IN,LAKE,27817,1,4143,23
LAKE ELMO,MN,WASHINGTON,9210,1,1663,4
OSCEOLA,MO,ST. CLAIR,908,1,1576,5
DOBSON,NC,SURRY,1539,1,1116,5
WAKEFIELD,MI,GOGEBIC,1668,1,2008,2
WHEELERSBURG,OH,SCIOTO,6082,2,9090,15
UNION BRIDGE,MD,CARROLL,963,1,367,2
TRION,GA,CHATTOOGA,1893,1,2735,6
TATUM,TX,RUSK,1384,2,353,2
EATONVILLE,WA,PIERCE,3073,1,392,3
MILLVALE,PA,ALLEGHENY,3662,1,980,1
ANNAPOLIS,MD,ANNE ARUNDEL,39223,4,21167,233
MYSTIC,CT,NEW LONDON,4249,1,3788,23
CORONADO,CA,SAN DIEGO,23731,4,3318,28
OCONOMOWOC,WI,WAUKESHA,16981,1,6988,46
PINEVILLE,LA,RAPIDES,14122,2,6211,37
DESOTO,TX,DALLAS,52988,2,6093,49
PRINCETON,NJ,MERCER,31187,4,17941,135
WEST HOLLYWOOD,CA,LOS ANGELES,36475,3,17299,109
MONROE,OH,BUTLER,14015,3,2170,5
WHITE BEAR LAKE,MN,RAMSEY,25875,1,3119,32
SWEETWATER,TX,NOLAN,10469,1,4094,15
AFTON,WY,LINCOLN,2041,1,549,8
SHAWANO,WI,SHAWANO,10107,1,5718,27
TAYLORVILLE,IL,CHRISTIAN,12659,1,6081,12
TRUCKEE,CA,NEVADA,16735,2,1872,23
MILFORD,DE,SUSSEX,22102,1,7863,42
SARATOGA,CA,SANTA CLARA,30153,2,2126,11
WEST VALLEY CITY,UT,SALT LAKE,135248,11,6182,43
AGAWAM,MA,HAMPDEN,28613,2,3123,16
EDWARDSVILLE,IL,MADISON,25233,3,1461,12
DALLASTOWN,PA,YORK,3857,1,4648,19
RAMSEY,MN,ANOKA,27721,1,1526,9
GRANITE FALLS,MN,YELLOW MEDICINE,2698,1,2446,5
HAMLIN,WV,LINCOLN,1048,1,2081,12
HUTTO,TX,WILLIAMSON,27947,1,680,4
ANAHUAC,TX,CHAMBERS,2339,1,883,5
ESTHERVILLE,IA,EMMET,5666,1,2998,7
PALMETTO BAY,FL,MIAMI-DADE,24523,3,1189,8
RED OAK,IA,MONTGOMERY,5276,1,2974,16
NORTH CAPE MAY,NJ,CAPE MAY,3107,1,1847,7
ANZA,CA,RIVERSIDE,3076,1,496,3
RICHLAND,MI,KALAMAZOO,831,1,1075,5
HARRINGTON PARK,NJ,BERGEN,4730,1,2690,14
MONROEVILLE,IN,ALLEN,1341,1,390,1
LAUGHLIN AFB,TX,VAL VERDE,2244,2,13,1
WELLS RIVER,VT,ORANGE,383,1,219,4
ASCUTNEY,VT,WINDSOR,421,2,147,1
LOS OSOS,CA,SAN LUIS OBISPO,16533,2,1529,7
STANLEY,NC,GASTON,3762,2,2206,6
SMITHS STATION,AL,LEE,5391,1,41,1
PROSPECT PARK,PA,DELAWARE,6492,1,128,1
ROLESVILLE,NC,WAKE,8501,2,284,4
NORTH CALDWELL,NJ,ESSEX,6621,1,19,1
CLEARWATER,MN,WRIGHT,1818,1,608,2
FULTONDALE,AL,JEFFERSON,9284,3,2439,5
PROCTOR,MN,ST. LOUIS,3028,1,1571,3
MIFFLINBURG,PA,UNION,4282,1,1449,6
BERLIN HEIGHTS,OH,ERIE,713,1,168,1
WEYMOUTH,MA,NORFOLK,57746,4,2005,37
LEBANON,NH,GRAFTON,26666,3,20300,291
GURNEE,IL,LAKE,30378,1,15228,93
DUMAS,TX,MOORE,13963,1,2489,10
KAPAA,HI,KAUAI,10580,1,598,10
BLOOMINGTON,IN,MONROE,115884,7,37996,194
EVANSTON,IL,COOK,73473,4,16795,199
WAKE VILLAGE,TX,BOWIE,5327,1,1138,5
BEAVER DAM,WI,DODGE,18041,1,8451,43
MANSFIELD,MO,WRIGHT,1245,1,680,3
MAGNOLIA,MS,PIKE,2212,3,1671,4
MODESTO,CA,STANISLAUS,383134,9,75468,413
FORT WALTON BEACH,FL,OKALOOSA,22521,3,9457,82
SARATOGA SPRINGS,NY,SARATOGA,68028,1,16979,122
OLD TOWN,ME,PENOBSCOT,7431,2,2274,13
HOLLADAY,UT,SALT LAKE,30325,3,101,3
TAMARAC,FL,BROWARD,66721,4,21416,109
NEW SMYRNA BEACH,FL,VOLUSIA,27843,3,15672,55
BEVERLY,MA,ESSEX,42174,2,10874,98
BALLINGER,TX,RUNNELS,3642,1,1450,6
DOLORES,CO,MONTEZUMA,955,1,755,2
WADE,NC,CUMBERLAND,583,1,554,3
MADISON,OH,LAKE,3166,1,3573,10
DALLAS,GA,PAULDING,13981,2,6166,16
LITCHFIELD,IL,MONTGOMERY,6731,2,5636,23
CASSVILLE,MO,BARRY,4114,1,4839,13
ITHACA,MI,GRATIOT,2766,1,2240,7
DOWAGIAC,MI,CASS,5864,1,1519,8
COLEMAN,TX,COLEMAN,4274,1,767,5
VERONA,WI,DANE,13233,1,1365,16
NEW CUMBERLAND,PA,CUMBERLAND,7288,1,2003,6
BISBEE,AZ,COCHISE,5225,1,1373,11
HILLSBORO BEACH,FL,BROWARD,2012,1,15,1
AKRON,PA,LANCASTER,4015,1,224,2
LEXINGTON PARK,MD,ST. MARY'S,11082,1,388,5
LORENA,TX,MCLENNAN,1755,1,42,1
WELLSTON,MI,MANISTEE,246,1,1011,2
BOURBON,IN,MARSHALL,1754,1,448,3
PEYTON,CO,EL PASO,17,1,211,4
NETT LAKE,MN,ST. LOUIS,326,2,185,1
TIJERAS,NM,BERNALILLO,535,1,110,1
CANEY,KS,MONTGOMERY,1968,1,240,4
CANUTILLO,TX,EL PASO,5123,2,67,2
TRUCKSVILLE,PA,LUZERNE,2436,1,1383,1
CLANTON,AL,CHILTON,8794,2,5521,18
HAMPTON,VA,HAMPTON,134510,12,18991,143
BALDWIN,NY,NASSAU,24727,1,1828,17
CHESTER,PA,DELAWARE,34000,2,9215,75
PLATTSBURGH,NY,CLINTON,28740,2,14074,104
NEW CASTLE,DE,NEW CASTLE,5392,2,1734,25
CLAYSVILLE,PA,WASHINGTON,818,1,1250,8
HOMESTEAD,PA,ALLEGHENY,3149,1,978,7
RACINE,WI,RACINE,130142,8,21521,124
EATONTON,GA,PUTNAM,6725,2,3168,12
QUITMAN,GA,BROOKS,3652,1,3716,7
ADAMSVILLE,TN,MCNAIRY,2164,1,1951,5
CRESTON,IA,UNION,7713,1,5431,20
LAKESIDE,CA,SAN DIEGO,21917,2,897,6
NEWTON FALLS,OH,TRUMBULL,4471,1,440,3
GLENSIDE,PA,MONTGOMERY,7819,1,1115,8
CLARKSDALE,MS,COAHOMA,14894,1,10895,33
GALENA,KS,CHEROKEE,2858,1,2444,11
FRUITPORT,MI,MUSKEGON,1149,1,1200,9
OLATHE,CO,MONTROSE,1837,1,256,7
WILMORE,KY,JESSAMINE,9616,2,1826,5
GLASGOW,VA,ROCKBRIDGE,1103,1,582,3
JOURDANTON,TX,ATASCOSA,4405,1,2243,9
KERMAN,CA,FRESNO,15282,1,1400,8
MONTICELLO,KY,WAYNE,6499,1,8865,21
BAILEY,NC,NASH,562,1,976,1
BELVIDERE,NJ,WARREN,3707,1,867,5
MERCER ISLAND,WA,KING,25894,1,2644,18
SCHERERVILLE,IN,LAKE,28527,2,2858,10
SAUK CENTRE,MN,STEARNS,4505,1,1254,7
DOYLESTOWN,OH,WAYNE,3067,1,1121,4
NORTHWOOD,ND,GRAND FORKS,895,1,436,4
SAYREVILLE,NJ,MIDDLESEX,44173,4,813,4
WATSONTOWN,PA,NORTHUMBERLAND,2252,1,3192,3
LAUREL,MT,YELLOWSTONE,8526,1,1147,8
HERTFORD,NC,PERQUIMANS,2113,1,1004,3
ELM CITY,NC,WILSON,1292,1,474,2
CRAIG,AK,PRINCE OF WALES-HYDER,1262,1,118,1
ARLINGTON,TN,SHELBY,11743,2,471,4
MYRTLE BEACH,SC,HORRY,275579,3,30554,186
CHEROKEE,OK,ALFALFA,1489,1,521,5
RIVERVIEW,FL,HILLSBOROUGH,95338,5,8967,55
RICHMOND,IN,WAYNE,42373,2,24106,123
DAVIE,FL,BROWARD,106306,8,4562,49
BRODHEADSVILLE,PA,MONROE,1460,1,2338,13
DEARBORN HEIGHTS,MI,WAYNE,55353,2,7095,34
WESTLAND,MI,WAYNE,81511,2,25909,68
FAIRBANKS,AK,FAIRBANKS NORTH STAR,63245,3,4629,77
JOHNSON CITY,NY,BROOME,14161,1,9562,90
EAU CLAIRE,WI,EAU CLAIRE,107404,3,30489,220
VALLEY,AL,CHAMBERS,19926,2,4701,14
BAINBRIDGE ISLAND,WA,KITSAP,25298,2,1729,16
RESTON,VA,FAIRFAX,61147,6,6910,103
OWASSO,OK,TULSA,36957,1,7999,33
JACKSON,CA,AMADOR,7550,1,5244,33
KENLY,NC,JOHNSTON,1584,1,1804,4
CLINTON,MD,PRINCE GEORGE'S,39018,1,3112,47
PULLMAN,WA,WHITMAN,34506,2,1908,18
BURKESVILLE,KY,CUMBERLAND,1464,1,5058,11
VALPARAISO,FL,OKALOOSA,5401,2,431,4
PROVIDENCE,KY,WEBSTER,2999,1,2621,11
AKRON,NY,ERIE,2969,1,110,1
POPLAR,MT,ROOSEVELT,2844,1,440,8
GREENSBURG,KY,GREEN,2066,1,2692,11
OROSI,CA,TULARE,8300,1,1422,10
ROCK RAPIDS,IA,LYON,2522,1,1196,7
CLEVELAND,OK,PAWNEE,3125,1,882,7
BELCOURT,ND,ROLETTE,2270,1,614,10
LINCOLN,AR,WASHINGTON,2481,1,642,3
CORRY,PA,ERIE,6208,1,4223,18
WOODLAND,MS,CHICKASAW,129,1,231,1
HERNANDO,MS,DESOTO,16399,2,1762,13
SHOREWOOD,IL,WILL,17509,1,207,3
BAYBORO,NC,PAMLICO,1240,1,1207,5
BADEN,PA,BEAVER,3880,1,899,4
HARRODSBURG,KY,MERCER,8916,1,4463,14
AVON PARK,FL,HIGHLANDS,10689,2,4719,18
VILLAS,NJ,CAPE MAY,8769,1,2144,4
ALSIP,IL,COOK,18709,1,720,3
LAKE CITY,MI,MISSAUKEE,837,1,1522,3
BALDWIN,LA,ST. MARY,2219,2,368,2
GOSHEN,OH,CLERMONT,793,1,398,1
STAFFORD,KS,STAFFORD,949,1,761,4
SHIPPENVILLE,PA,CLARION,442,1,1705,4
BATES CITY,MO,LAFAYETTE,218,1,183,1
GLENOLDEN,PA,DELAWARE,7164,1,1129,7
FAIRMOUNT,IN,GRANT,2768,1,253,1
CHOWCHILLA,CA,MADERA,18310,1,1220,4
PAONIA,CO,DELTA,1469,1,1428,3
REEDSVILLE,WV,PRESTON,604,1,205,1
PITTSBURGH,PA,ALLEGHENY,1703266,52,233840,1859
CORBIN,KY,WHITLEY,7202,2,21521,76
ATHENS,GA,CLARKE,141532,11,44347,260
ELGIN,IL,KANE,110849,5,23199,154
FLEMINGTON,NJ,HUNTERDON,4577,1,12515,101
LONGVIEW,WA,COWLITZ,67081,1,22502,128
CLARENCE,IA,CEDAR,975,1,505,1
EDMOND,OK,OKLAHOMA,94054,5,21464,138
BEVERLY HILLS,CA,LOS ANGELES,33792,4,46303,360
MONTICELLO,IN,WHITE,8416,1,3527,16
SOMERS POINT,NJ,ATLANTIC,10174,1,7058,59
EAST PALESTINE,OH,COLUMBIANA,4633,1,3280,8
ABERDEEN,MD,HARFORD,16019,1,1866,16
LITTLE RIVER,SC,HORRY,9792,1,11249,38
STEUBENVILLE,OH,JEFFERSON,17753,2,18153,73
DANVILLE,CA,CONTRA COSTA,44510,2,3544,36
KLAMATH FALLS,OR,KLAMATH,43246,2,10451,91
BOWIE,MD,PRINCE GEORGE'S,58643,7,5096,53
WOODLAND PARK,NJ,PASSAIC,12581,1,1827,14
GREENVILLE,RI,PROVIDENCE,8695,2,1664,6
SHAWNEE,KS,JOHNSON,65807,8,7701,44
AMERICUS,GA,SUMTER,16939,2,7839,37
TALLULAH,LA,MADISON,8346,2,1389,7
GEORGETOWN,TX,WILLIAMSON,79604,4,19892,104
MILL VALLEY,CA,MARIN,14259,2,1235,14
THOMASVILLE,GA,THOMAS,24275,3,28140,102
WESTLAKE VILLAGE,CA,LOS ANGELES,8217,2,2954,39
DELPHI,IN,CARROLL,3024,1,1368,7
COTTAGE GROVE,OR,LANE,11892,1,3614,21
FENTON,MO,ST. LOUIS,4026,2,9672,56
MIDLAND PARK,NJ,BERGEN,7216,1,2124,29
TEMPLE TERRACE,FL,HILLSBOROUGH,26639,3,6859,45
RUSKIN,FL,HILLSBOROUGH,25530,3,7226,31
SCHOOLCRAFT,MI,KALAMAZOO,1551,1,21,1
RIVER RIDGE,LA,JEFFERSON,13337,2,1177,7
PENNSBURG,PA,MONTGOMERY,3855,1,2978,11
CEDAR GROVE,WI,SHEBOYGAN,2117,1,442,2
KILMARNOCK,VA,LANCASTER,1394,1,3171,20
DISTRICT HEIGHTS,MD,PRINCE GEORGE'S,5984,2,327,4
NAVARRE,FL,SANTA ROSA,37362,1,2333,12
WINNIE,TX,CHAMBERS,2788,1,706,4
DORA,AL,WALKER,1905,2,91,2
CLAREMONT,NC,CATAWBA,1408,1,1323,7
DALEVILLE,VA,BOTETOURT,2806,1,3155,14
WIXOM,MI,OAKLAND,14049,1,298,5
MELVILLE,NY,SUFFOLK,17716,2,1970,24
HIRAM,OH,PORTAGE,1159,1,554,1
ANDOVER,MN,ANOKA,33140,1,2500,17
GUNNISON,UT,SANPETE,4536,1,1461,9
WEST HAVERSTRAW,NY,ROCKLAND,10189,2,418,5
HENSLEY,AR,PULASKI,56,1,841,3
TWINSBURG,OH,SUMMIT,18856,1,1581,19
MARIETTA,PA,LANCASTER,2604,2,758,6
MORO,OR,SHERMAN,328,1,140,1
OLLA,LA,LASALLE,1375,1,1250,5
FERNDALE,CA,HUMBOLDT,1352,1,309,1
SMACKOVER,AR,UNION,1688,1,1372,2
WALDPORT,OR,LINCOLN,3766,1,552,3
SAN LORENZO,CA,ALAMEDA,25569,2,197,1
FARMINGTON,MI,OAKLAND,10491,4,1936,17
ARLINGTON,WA,SNOHOMISH,20523,1,6227,31
OCEANSIDE,NY,NASSAU,30604,1,3495,45
STATESVILLE,NC,IREDELL,27528,3,32269,136
SHELL KNOB,MO,BARRY,1091,1,1992,9
KINSTON,NC,LENOIR,26889,4,22496,69
BURLINGAME,CA,SAN MATEO,30889,2,17886,108
NAPPANEE,IN,ELKHART,7139,1,975,10
KENNESAW,GA,COBB,34077,2,7856,51
FLORENCE,KY,BOONE,33004,2,15213,74
VACAVILLE,CA,SOLANO,101444,2,12214,85
OWINGS MILLS,MD,BALTIMORE,35081,1,7055,75
NORTH CANTON,OH,STARK,17176,2,18138,68
CLARKSVILLE,IN,CLARK,21558,2,6029,23
ZION,IL,LAKE,23487,1,1962,11
BELLWOOD,PA,BLAIR,1751,1,11,1
MULLINS,SC,MARION,5010,1,8135,18
MILLEDGEVILLE,GA,BALDWIN,31471,2,13281,44
MOUNT MORRIS,IL,OGLE,3222,1,236,2
STANDISH,MI,ARENAC,1382,1,1037,7
BESSEMER,AL,JEFFERSON,26472,2,12104,54
FORT DEFIANCE,AZ,APACHE,4590,1,1895,14
MCHENRY,IL,MCHENRY,27061,1,7898,62
WAINSCOTT,NY,SUFFOLK,349,2,891,4
PAHOA,HI,HAWAII,805,1,1104,5
OAKWOOD,GA,HALL,4156,2,3376,12
CRESCENT CITY,CA,DEL NORTE,16849,2,3759,22
LAKE ALFRED,FL,POLK,6257,1,56,1
HARTS,WV,LINCOLN,398,1,888,3
FORD CITY,PA,ARMSTRONG,2764,1,3745,8
MENDOTA,IL,LASALLE,6994,1,1984,10
CADIZ,OH,HARRISON,3161,1,2773,4
SEALY,TX,AUSTIN,6446,1,1711,3
SPRINGVILLE,AL,ST. CLAIR,4304,1,1711,5
GALION,OH,CRAWFORD,15161,1,6031,23
HARLOWTON,MT,WHEATLAND,987,1,126,3
STRASBURG,VA,SHENANDOAH,7320,1,369,6
COLLINSVILLE,OK,TULSA,7236,1,1288,4
GIRARD,IL,MACOUPIN,2000,1,744,2
DOS PALOS,CA,MERCED,7494,1,39,1
ELKLAND,PA,TIOGA,1739,1,146,3
CARTERET,NJ,MIDDLESEX,23408,1,3309,12
FREELAND,PA,LUZERNE,3424,1,352,3
BYRON,MN,OLMSTED,5639,1,457,3
WHEATON,MN,TRAVERSE,1288,1,277,2
CASTLE DALE,UT,EMERY,2646,1,346,1
PAINCOURTVILLE,LA,ASSUMPTION,1205,2,944,2
COLSTRIP,MT,ROSEBUD,2246,2,32,2
DILLSBORO,IN,DEARBORN,1410,1,395,2
ELTON,LA,JEFFERSON DAVIS,1141,1,843,1
BLACK MOUNTAIN,NC,BUNCOMBE,8162,2,1901,8
SAVANNA,IL,CARROLL,3070,1,1599,1
SAN YSIDRO,NM,DOÑA ANA,2060,1,130,1
HUNTINGTON WOODS,MI,OAKLAND,6265,1,824,6
MOWEAQUA,IL,SHELBY,1714,1,2117,4
COUNTRY CLUB,MO,ANDREW,2497,2,216,1
EDDYSTONE,PA,DELAWARE,2412,1,667,5
JERSEY CITY,NJ,HUDSON,262075,12,39445,215
MEXICO,MO,AUDRAIN,11517,1,7873,33
PHOENIXVILLE,PA,CHESTER,16968,1,9447,57
SCOTT CITY,KS,SCOTT,3748,1,681,8
GRAND RAPIDS,MI,KENT,609314,15,96922,823
REDMOND,OR,DESCHUTES,34240,1,6112,38
MARTINSBURG,WV,BERKELEY,17454,4,13954,89
MARLBOROUGH,MA,MIDDLESEX,39597,1,5459,40
KINGS PARK,NY,SUFFOLK,16424,1,343,5
BATTLE CREEK,MI,CALHOUN,76514,3,21455,138
COUNCIL BLUFFS,IA,POTTAWATTAMIE,62166,3,20088,94
ARLINGTON,TX,TARRANT,398854,20,58172,327
POUGHKEEPSIE,NY,DUTCHESS,394760,3,29213,220
FINDLAY,OH,HANCOCK,48469,2,19452,90
HURST,TX,TARRANT,38655,2,3593,28
WINTERSVILLE,OH,JEFFERSON,3669,1,3081,13
